fecha,monto,categoria,descripcion,es_anomalia
2026-05-05 15:50:40,50.37,Transporte,Vivir especialmente campo nunca.,0
2026-02-15 11:15:24,1301.3,Vivienda,Prueba instituto.,0
2026-02-16 00:57:14,119.39,Suscripciones,Allí alguna suerte.,0
2025-08-20 02:54:32,32.07,Suscripciones,Buena violencia decía gobierno.,0
2026-04-22 22:02:28,193.31,Salud,Quiere sistema carrera noviembre.,0
2025-12-29 14:07:40,57.77,Suscripciones,Caso creación necesidad.,0
2025-06-29 03:40:06,140.38,Compras,Menor da larga el.,0
2026-04-24 16:26:31,72.04,Salud,Fernando fuerte contenido varias c.,0
2025-09-17 02:34:06,147.7,Educación,Acuerdo sol vuelta poner.,0
2026-03-12 06:47:27,41.18,Ocio,Imagen algún hacía.,0
2025-07-11 21:48:40,1403.27,Vivienda,Veces capaz ante internacional arte.,0
2026-03-10 02:39:38,16.52,Salud,Suerte estoy embargo.,0
2025-12-08 16:49:25,2253.37,Otros,Tales noche quería etapa.,1
2026-02-24 03:29:29,19.34,Suscripciones,Dejar sigue.,0
2026-04-16 17:21:02,29.62,Suscripciones,Aquella estados control.,0
2025-08-11 16:18:23,182.7,Suscripciones,Mes había.,0
2025-12-22 13:58:58,39.52,Compras,Ello dólares fácil formas.,0
2025-06-26 22:25:04,162.12,Ocio,Sector seguridad manuel tiene.,0
2025-12-10 19:40:50,41.09,Alimentación,Imagen fuerza actual libre.,0
2025-12-12 18:03:50,5.8,Educación,Encuentro mejores servicios antes solamente.,0
2026-04-12 19:42:14,85.26,Educación,Sigue oro dar cuadro mayo.,0
2026-05-02 02:37:57,43.09,Alimentación,Enfermedad situación proyectos fecha hoy.,0
2025-12-08 10:07:32,161.48,Salud,Sabe permite pone.,0
2025-07-31 04:19:39,186.71,Suscripciones,Jóvenes dejó fondo agua importantes.,0
2026-01-17 18:00:42,13.43,Transporte,Media blanco razones luis actividades.,0
2026-04-08 06:27:11,37.55,Transporte,Voluntad izquierda garcía.,0
2026-01-13 19:57:18,151.73,Otros,Mayor aquellas.,0
2025-12-26 12:02:33,56.72,Educación,Producto hijos hizo.,0
2025-07-28 19:00:54,87.68,Compras,Amigo paso tuvo semana.,0
2026-03-22 13:09:13,189.29,Suscripciones,Gobierno españoles visto régimen.,0
2025-06-30 18:22:20,190.2,Otros,Años sentido nuestros.,0
2025-10-26 21:00:58,48.91,Compras,Realizar siempre libros.,0
2025-07-26 10:40:59,77.11,Alimentación,Ello aire izquierda señora pasado.,0
2025-10-21 09:48:56,21.57,Transporte,Autoridades cara pasa primero.,0
2025-08-20 09:08:23,18.5,Suscripciones,Sangre artículo medios.,0
2026-02-26 17:19:03,115.26,Suscripciones,Ellas mano obstante.,0
2025-05-19 17:34:08,35.36,Transporte,I donde animales.,0
2025-08-22 19:50:32,16.11,Alimentación,Cargo cosa hizo.,0
2025-07-09 20:43:24,10.9,Alimentación,Y largo.,0
2025-12-20 05:34:21,1085.47,Vivienda,Datos hacía vida.,0
2026-04-22 08:56:28,117.37,Educación,País bueno garcía.,0
2026-04-26 10:04:05,97.03,Compras,Ideas cómo manera número derecho.,0
2025-10-08 12:31:41,175.21,Salud,Partes plazo características tierra.,0
2025-07-06 19:01:53,195.09,Ocio,Baja pudo quería desarrollo.,0
2025-10-16 15:59:27,242.39,Educación,Mientras juego.,1
2025-09-12 11:59:49,43.55,Alimentación,Tiempo estaban posición.,0
2026-04-26 20:08:06,4.66,Otros,Tal oro diversos partir.,0
2026-03-16 16:55:10,45.35,Transporte,Suelo tuvo resultado.,0
2026-03-12 02:23:41,49.34,Compras,Otro llama orden.,0
2026-01-13 07:00:45,2.84,Salud,Iba electoral trabajadores ahora.,0
2025-06-02 02:02:39,86.39,Suscripciones,Ejército etapa.,0
2026-02-17 04:35:07,73.76,Alimentación,Condiciones conjunto empresas claro.,0
2025-12-20 06:23:16,37.52,Alimentación,José nada vuelta.,0
2025-10-08 21:48:44,2234.89,Suscripciones,Minutos principales esos.,1
2026-04-11 02:46:50,24.57,Alimentación,Pocos precio.,0
2025-07-16 02:47:55,158.32,Ocio,Estos viejo.,0
2025-09-01 07:55:13,75.14,Alimentación,Ocasiones luz josé sociales.,0
2026-02-05 08:45:24,703.21,Vivienda,Ninguna apoyo semanas casa.,0
2025-07-21 12:55:31,48.94,Transporte,Enero tras fue mitad.,0
2025-06-30 14:31:28,25.43,Otros,Otro quizá esta pero.,0
2026-02-09 10:18:18,172.73,Compras,Imágenes mal victoria obras.,0
2025-09-19 16:21:14,51.57,Ocio,Afirmó punto amigo he.,0
2025-10-27 00:05:10,1236.03,Vivienda,Saber salud produce.,0
2025-10-23 18:33:26,49.1,Suscripciones,Llamado considera resultados cuenta.,0
2025-05-24 08:51:14,188.42,Compras,Parte perdido.,0
2025-11-07 17:11:49,115.1,Ocio,Allí quién movimiento.,0
2025-11-13 04:04:03,156.78,Suscripciones,Marcha político días función partir.,0
2025-10-14 23:44:58,38.92,Transporte,Mayoría origen puesto programas.,0
2025-09-01 20:00:42,183.19,Otros,Acto interior siempre primeras.,0
2025-07-26 18:56:59,94.2,Salud,Paz cerca año.,0
2026-03-19 17:36:44,50.63,Compras,Buen pese principio teoría sino.,0
2026-02-02 17:46:35,37.21,Suscripciones,Texto arriba quién mejor alta.,0
2026-01-01 00:30:24,46.11,Otros,Poder partido obra.,0
2026-03-21 03:57:01,153.08,Compras,Actitud conciencia.,0
2026-03-20 14:04:27,43.15,Compras,Esto fuentes origen.,0
2025-09-06 20:58:17,58.08,Alimentación,Ni civil aún próximo.,0
2025-12-10 19:09:22,1288.67,Vivienda,Caso día.,0
2025-08-29 10:10:07,26.48,Transporte,Ciencia mejores autoridades.,0
2026-03-30 23:45:42,10.6,Educación,Rafael blanco explicó.,0
2025-10-06 05:30:29,35.33,Transporte,Fiscal máximo horas ideas.,0
2025-08-04 04:12:51,134.84,Salud,Sangre m ver cosas están.,0
2026-02-04 08:34:24,99.96,Ocio,Banco superior mira deben.,0
2025-06-17 14:43:25,103.83,Compras,Fuerza por permite bajo u.,0
2025-08-06 04:03:49,578.84,Vivienda,Vio dios naturaleza.,0
2026-01-03 18:35:07,104.76,Otros,Presidente capacidad.,0
2025-06-20 21:56:53,1294.79,Vivienda,Estudios la torno.,0
2026-02-25 00:34:05,197.13,Suscripciones,Pronto visita.,0
2025-11-27 05:40:09,103.02,Ocio,Señor nada ahora cual.,0
2025-11-02 03:43:21,193.13,Suscripciones,Acto dejar democracia.,0
2025-05-24 12:37:58,5.87,Educación,Hacen saber estamos dio vuelve.,0
2026-02-05 09:34:28,58.79,Ocio,Nivel francisco visto pp.,0
2025-08-07 14:46:58,42.91,Transporte,Respecto algunos estaban económico.,0
2025-08-22 19:58:41,8.16,Transporte,Nuestra así.,0
2025-10-10 20:18:06,49.63,Otros,Tiempo p final.,0
2025-07-17 15:23:12,51.97,Salud,Señora rey mayoría lleva imagen.,0
2025-12-16 05:11:23,121.54,Alimentación,Domingo hace tenía.,0
2025-06-04 22:24:06,57.61,Transporte,Propio victoria.,0
2025-06-03 03:49:54,1168.1,Vivienda,Casa usted principal humanos.,0
2025-12-31 23:11:57,176.48,Suscripciones,López número etapa idea.,0
2025-06-12 21:15:18,76.46,Transporte,Estilo muy civil época.,1
2026-02-02 20:43:54,179.97,Compras,Dicen mucha compañía.,0
2025-12-03 19:55:19,70.63,Otros,Teatro animales.,0
2025-08-26 16:05:34,109.98,Educación,Unos razones.,0
2026-04-21 19:22:01,133.44,Ocio,Política conocimiento cargo calle.,0
2025-06-02 11:05:59,83.41,Salud,Estaban aspecto sobre.,0
2025-07-22 16:47:16,103.46,Salud,Marco distintas minutos.,0
2026-03-19 06:00:22,83.1,Otros,Carta asunto político valores cierta.,0
2025-05-16 13:32:06,28.93,Otros,Dado todos igual alguien.,0
2025-07-21 07:21:28,955.11,Vivienda,Mes haber actitud.,0
2026-04-03 19:18:48,191.98,Suscripciones,Toda efecto menos ve curso.,0
2026-03-15 23:29:00,189.12,Otros,Unas quien función quienes siendo.,0
2026-03-08 12:17:35,22.77,Compras,Voz fuerza mismos policía busca.,0
2026-01-03 11:28:05,1240.75,Vivienda,Tener oposición favor compañía.,0
2026-03-10 00:35:40,72.16,Alimentación,Sur toda sol zona.,0
2026-03-14 03:19:22,123.62,Ocio,Justicia ante capacidad quienes esta.,0
2026-03-11 06:21:05,153.46,Compras,Favor temas jamás yo.,0
2025-08-13 23:12:57,142.17,Compras,Enfermedad estudios ningún esa luis.,0
2025-08-04 22:07:02,8.68,Salud,Relaciones trabajar operación voz.,0
2025-08-25 16:43:37,53.88,Transporte,Número volver vio pie aquí.,0
2026-03-23 13:57:13,156.75,Suscripciones,Quien pensar máximo justicia.,0
2025-11-22 19:52:45,137.17,Compras,General zonas crisis dado ya.,0
2025-12-07 09:27:42,162.81,Salud,Revolución juez toma revolución.,0
2025-09-05 02:48:52,110.44,Ocio,Propuesta situación porque.,0
2025-11-23 22:07:06,68.32,Educación,Mayoría sería diferentes señora.,0
2025-06-29 00:28:28,159.89,Educación,Favor poder teoría será.,0
2025-07-29 13:33:04,19.28,Transporte,Este cargo miembros última.,0
2025-08-06 19:28:40,175.49,Educación,Pasar primer encuentro todavía.,0
2025-05-31 10:06:34,28.83,Transporte,Socialista casi ve.,0
2025-12-30 05:01:04,104.55,Educación,Luz plazo pública.,0
2025-05-26 19:19:34,145.3,Alimentación,Ministro b cambio instituto será.,0
2025-07-01 19:10:08,30.02,Suscripciones,Autor salir fiscal.,0
2026-04-04 13:26:16,36.53,Otros,Operación podemos grande puerta.,0
2025-08-15 15:40:23,186.64,Salud,Programa desarrollo acuerdo busca verdad.,0
2025-11-22 13:12:36,23.64,Suscripciones,Sí josé políticas.,0
2026-02-04 03:19:27,70.56,Otros,Vivir importante cultural.,0
2026-01-22 15:56:07,157.41,Ocio,Quedó tema uso permite.,0
2025-09-12 07:16:07,150.15,Ocio,Muchas padre político final título.,0
2026-04-02 08:17:28,510.23,Vivienda,Primeros dice marzo operación.,0
2025-12-16 03:31:23,95.34,Ocio,Final entrada sangre nos.,0
2025-07-08 16:28:44,20.13,Alimentación,Trabajadores sueño esos fuerza.,0
2025-11-24 01:53:29,117.78,Otros,Posibilidad como.,0
2025-11-08 14:54:39,52.51,Educación,Siguiente algo san animales precios.,0
2025-05-24 18:25:34,54.48,Alimentación,Congreso elecciones.,0
2025-05-24 07:03:13,107.03,Suscripciones,Años música méxico.,0
2025-11-21 11:03:30,49.5,Transporte,Estos ocasiones ciencia.,0
2025-05-21 10:02:34,73.37,Compras,Acerca agua algunos visita ciudad.,0
2025-05-14 22:33:35,1.39,Otros,Padre arriba resultado.,0
2025-12-06 16:12:59,32.97,Transporte,Ambiente sean.,0
2025-12-05 00:22:17,145.09,Suscripciones,Muerte eran decisión.,0
2025-12-04 03:17:50,192.89,Compras,Esa habría sido.,0
2025-09-06 04:00:16,20.71,Transporte,Precio fecha dos armas tras.,0
2026-01-23 00:14:51,25.86,Salud,Tipos socialista siempre.,0
2025-07-13 03:02:31,112.67,Alimentación,Sentido recuerdo libre habla.,0
2025-09-10 05:41:05,60.94,Otros,Económica muerte creo mirada.,0
2025-10-01 22:25:29,1286.51,Vivienda,Construcción ambos información presenta.,0
2026-02-07 15:02:00,122.07,Salud,Casi posibilidad ocho cuarto.,0
2026-05-04 15:52:15,139.86,Compras,España ellas diario.,0
2025-12-08 03:15:09,42.83,Otros,Tras humano vamos llamado.,0
2025-12-24 02:45:54,1021.01,Suscripciones,Contra nuestras contrario elementos.,1
2025-11-26 21:55:06,28.19,Compras,Hasta me joven situación.,0
2025-09-27 21:35:04,14.56,Otros,Ciento familia atención apenas exterior.,0
2026-02-24 22:13:46,35.6,Salud,Experiencia podrá valor de.,0
2025-12-13 11:32:42,12.75,Transporte,Él posible.,0
2025-10-22 04:03:51,165.18,Salud,Actual compañía efectos nos.,0
2025-08-21 07:25:04,142.32,Compras,Necesario tarde.,0
2025-12-03 04:14:20,141.68,Ocio,Española menor vez.,0
2026-01-01 01:26:47,2354.6,Otros,Derechos su hacía consecuencia existencia.,1
2025-10-28 04:22:43,95.19,Suscripciones,Artículo se alguna oro.,0
2025-11-18 15:13:10,1166.33,Vivienda,Período más elecciones.,0
2025-11-09 13:24:19,12.42,Otros,Baja buena hermano intereses.,0
2026-04-18 10:06:11,11.95,Suscripciones,Electoral dinero estructura.,0
2025-06-17 09:19:10,117.46,Compras,Sí gonzález francisco existencia.,0
2025-12-31 23:07:55,26.71,Otros,M proyectos etapa.,0
2026-04-07 05:16:43,80.65,Educación,Cargo cámara.,0
2025-07-27 16:43:18,1125.16,Vivienda,Estamos pequeña tu.,0
2026-04-28 23:33:55,90.44,Compras,Sentido horas estados.,0
2025-11-14 04:56:29,105.94,Alimentación,Generales derecho apenas españa.,0
2026-01-07 04:37:16,70.8,Compras,Siglo explicó mal veces.,0
2026-01-13 09:44:33,95.57,Suscripciones,Cual zonas.,0
2025-07-05 10:53:15,96.41,Otros,Través ser efectos único.,0
2026-02-07 00:20:13,118.34,Otros,Entonces norte iglesia experiencia.,0
2025-08-09 03:56:58,33.94,Otros,Estuvo llegado b.,0
2025-06-25 01:06:25,1139.26,Vivienda,Misma diversas acciones.,0
2026-01-28 21:05:13,193.57,Otros,Tengo del grande debía economía.,0
2026-04-28 21:39:26,183.58,Compras,Medios medidas paso hecho.,0
2026-05-03 03:21:09,90.01,Otros,Quien grandes quien estar con.,0
2025-11-18 14:29:35,84.35,Compras,Teatro varios permite acciones.,0
2025-07-24 03:11:58,9.28,Salud,Sistema civil pp.,0
2025-11-17 16:22:53,144.96,Ocio,Nosotros recuerdo camino.,0
2025-06-06 22:09:25,71.42,Educación,Orden perdido.,0
2025-10-27 05:42:24,162.75,Otros,Importante dice perdido fin.,0
2026-05-05 12:47:26,38.48,Transporte,Aquí algunos.,0
2026-03-10 11:04:27,37.88,Educación,Horas justicia grande.,0
2026-02-06 22:40:27,40.02,Ocio,Aquel revolución atención produce.,0
2025-06-20 23:33:10,139.49,Educación,Años creación los concepto oposición.,0
2026-04-13 18:48:18,195.06,Ocio,Aumento ley papel.,0
2026-01-16 12:32:15,190.2,Salud,Cuerpo este marcha antes diferentes.,0
2025-08-17 21:13:55,195.76,Ocio,Música prensa.,0
2026-02-20 01:19:28,54.01,Ocio,Hacía medios real bajo diciembre.,0
2026-04-24 03:34:14,505.13,Vivienda,Felipe cámara peso nunca población.,0
2025-06-18 20:21:07,162.6,Educación,Cabo unidad hubiera fernando al.,0
2025-08-07 19:43:46,91.17,Alimentación,Cerca país entrar.,0
2025-09-12 06:43:26,63.05,Alimentación,Juicio yo cine sabe.,0
2026-05-12 22:59:29,14.92,Suscripciones,Comunicación enero u mismo político.,0
2026-03-13 22:45:46,699.7,Vivienda,Aquellos material naturaleza b consumo.,0
2025-11-17 09:40:04,97.06,Compras,Aquí pequeña junto prensa medio.,0
2025-07-26 19:58:53,50.59,Transporte,Hizo grupos.,0
2026-03-14 04:19:18,99.75,Compras,Podría junto tendrá.,0
2025-08-02 19:11:07,69.56,Suscripciones,Juez llamado buena grupo.,0
2025-10-14 14:22:14,71.08,Educación,Segunda cuatro ni te metros.,0
2026-01-19 07:35:18,31.54,Ocio,García enfermedad vía.,0
2025-12-15 18:58:14,15.06,Otros,Aunque aún local grado comenzó.,0
2026-03-25 18:53:09,103.72,Alimentación,Corte economía entre fue.,0
2025-08-11 21:28:42,40.47,Alimentación,Hacen república diferentes enfermedad.,0
2025-11-11 02:29:09,98.74,Salud,Después blanco.,0
2026-04-20 06:42:12,134.79,Educación,Nuevos sobre modelo.,0
2025-08-27 02:29:34,191.39,Suscripciones,Favor tan marco aunque paso.,0
2025-10-10 08:16:57,1225.49,Vivienda,Paso dice cerca.,0
2025-08-03 14:48:08,52.82,Ocio,Especie propuesta internacional.,0
2025-09-04 08:10:25,198.17,Ocio,Desarrollo principales mañana.,0
2026-04-12 03:21:16,917.09,Vivienda,Próximo varias señor.,0
2025-12-01 08:57:50,115.21,Suscripciones,Más últimos.,0
2025-12-07 16:05:11,1157.14,Vivienda,Cantidad imagen grupo calidad.,0
2026-03-26 16:08:05,126.67,Otros,País conjunto francisco programa.,0
2025-12-04 07:09:26,101.99,Suscripciones,Asunto operación luis posibilidades tu.,0
2025-10-12 09:39:59,96.11,Suscripciones,Total dan bastante día.,0
2026-01-07 16:49:54,122.06,Ocio,Forma hombres.,0
2025-10-24 07:51:12,68.37,Ocio,Acuerdo economía llegó.,0
2025-06-10 18:20:27,802.92,Vivienda,Van cultural buscar.,0
2025-12-29 02:52:05,180.62,Otros,Posibilidad madre primera administración.,0
2026-03-27 08:35:47,26.81,Compras,Económico amor pedro fuera algunas.,0
2025-10-25 17:11:01,45.84,Transporte,Mayo acciones.,0
2026-04-18 21:34:48,154.85,Otros,Exterior personal distintos.,0
2026-05-13 07:47:00,106.95,Compras,Popular él principales mar.,0
2025-07-02 18:04:54,90.36,Educación,Acciones nuevo naturaleza he última.,0
2026-03-24 04:07:44,143.87,Compras,Plaza las vino clase.,0
2025-12-27 10:59:27,40.59,Suscripciones,Popular era capital pueblo.,0
2025-06-19 22:32:55,92.79,Suscripciones,Animales izquierda deja.,0
2025-09-19 08:19:46,74.47,Otros,Ocasión debido datos jóvenes necesidad.,0
2026-01-21 13:13:07,121.85,Compras,Conciencia dicho dólares.,0
2025-09-07 01:29:15,146.1,Suscripciones,Quienes mujer.,0
2026-02-19 04:10:40,194.69,Salud,Dirección pueblo otros hora.,0
2025-06-20 12:23:08,751.39,Vivienda,América distintos muchos horas será.,0
2025-05-26 14:34:05,79.15,Salud,Unión media pero.,0
2026-03-31 07:32:23,42.44,Compras,Años dinero madre diferentes podrá.,0
2025-08-26 19:44:47,523.42,Vivienda,San que joven.,0
2026-01-01 23:27:30,36.78,Ocio,Metros zona espera don.,0
2026-04-13 15:24:33,124.32,Compras,Creación fuerte larga.,0
2025-05-23 16:21:58,135.47,Educación,Natural director alguien.,0
2025-10-19 20:25:47,76.12,Compras,Vamos otros ya falta.,0
2026-02-04 22:36:14,818.6,Vivienda,Qué popular elementos.,0
2026-01-09 13:12:04,122.49,Otros,Imposible recuerdo algunas.,0
2025-08-08 02:33:41,128.28,Otros,Club prueba zona deja francisco.,0
2025-12-12 18:14:50,106.97,Educación,Trabajo tema hombre.,0
2025-09-15 07:08:17,108.29,Ocio,Evitar donde diferencia imposible texto.,0
2025-11-05 19:48:29,1233.02,Vivienda,Destino pone pasa nuestras persona.,0
2025-07-26 00:53:42,142.78,Alimentación,Estados compañía semanas da aire.,0
2025-10-26 00:21:38,35.1,Suscripciones,Tenía me señor miedo.,0
2026-01-17 05:25:12,184.79,Compras,Otras bastante victoria situación d.,0
2026-01-23 00:28:07,109.59,Suscripciones,Amigos sociales sobre dio señor.,0
2025-10-15 20:36:39,55.11,Transporte,Una unidad productos.,0
2026-05-01 18:15:54,59.18,Ocio,Puso vivir salud pone.,0
2025-11-19 14:58:20,29.43,Otros,Estado ocho salud puede mayores.,0
2026-01-04 04:54:13,181.93,Ocio,Seguridad cierto sido esas.,0
2025-10-31 17:38:01,78.97,Compras,Mal base pequeña habían derecho.,0
2026-03-11 05:14:45,59.01,Alimentación,Capital alguna entre.,0
2025-08-25 08:18:03,158.14,Suscripciones,Humanos república.,0
2025-12-11 12:26:38,68.63,Alimentación,Título verdad media distintos.,0
2025-08-22 00:52:12,24.58,Ocio,Grande jorge paso pasó.,0
2025-09-04 03:10:42,96.1,Alimentación,Vuelve experiencia aún quién.,0
2025-10-22 19:40:29,39.06,Transporte,Carlos vista todos.,0
2026-01-12 11:39:39,196.12,Suscripciones,Cambio costa últimos actual tan.,0
2026-03-17 20:58:55,19.73,Alimentación,Posibilidad habría información.,0
2025-08-05 13:01:33,137.75,Ocio,Hijos aumento propuesta río pueda.,0
2025-11-01 07:23:21,164.15,Suscripciones,Pregunta finalmente cambios dirección.,0
2026-05-03 23:08:07,38.88,Otros,Pregunta b población jamás pasa.,0
2025-05-20 09:18:14,10.6,Transporte,Hacia cultura puesto.,0
2026-01-04 14:45:46,85.73,Compras,Padre casi i familia éste.,0
2025-10-06 04:44:46,143.86,Educación,Adelante internacional al.,0
2025-12-30 17:51:00,164.85,Compras,Popular millones gonzález.,0
2025-11-29 00:31:38,136.58,Compras,Fútbol más experiencia pedro.,1
2026-01-22 01:13:24,117.03,Educación,Aumento sector.,0
2025-10-25 00:17:35,167.68,Suscripciones,Política he.,0
2026-03-30 17:04:45,80.92,Ocio,Muchos unidad quería haciendo.,0
2026-04-09 04:53:57,139.12,Otros,Momento intereses entrada.,0
2026-04-05 22:45:44,199.82,Otros,Deja cine voz garcía.,0
2026-04-12 12:09:55,68.01,Otros,Miedo segunda.,0
2025-12-13 13:31:50,145.66,Ocio,Suficiente medida razones sociales.,0
2025-06-28 23:35:20,554.53,Transporte,Tiempo prensa cierta voz experiencia.,1
2025-10-20 03:34:40,39.98,Otros,Principales como derechos esa.,0
2026-01-21 20:06:41,700.78,Vivienda,Sol deseo siguiente dos.,0
2025-07-09 19:45:44,19.84,Suscripciones,Además sola son teatro lleva.,0
2025-07-08 16:01:35,197.78,Suscripciones,Decisión razones decía ambiente.,0
2026-01-23 03:15:33,159.61,Ocio,Fiscal seguro materia.,0
2026-03-02 07:47:55,153.15,Salud,Especie llamado base llegado fecha.,0
2025-08-31 05:56:52,86.74,Compras,Fuerzas hacerlo pacientes español experiencia.,0
2025-07-10 22:08:30,1061.5,Vivienda,Última mano decía tres.,0
2025-09-30 20:50:27,6148.31,Vivienda,Cabo veces sé.,1
2026-03-03 09:54:42,243.97,Transporte,República decir animales del.,1
2026-04-10 18:57:44,148.81,Compras,U bajo tiempos.,0
2026-03-17 19:34:32,144.55,Alimentación,García derechos teatro dónde mucha.,0
2025-07-30 21:44:27,122.3,Suscripciones,Éxito cambios haya solución trabajar.,0
2026-01-18 15:54:34,23.45,Educación,Don he quien personas entrada.,0
2025-09-20 07:46:41,141.5,Compras,Cambio social.,0
2025-11-30 14:33:32,52.47,Suscripciones,Cambio origen puedo puede.,0
2026-03-23 21:14:03,145.8,Educación,Destino pasar afirmó mundial.,0
2025-06-26 07:57:58,72.35,Compras,Fácil poner recursos el.,0
2025-12-23 10:01:17,85.94,Ocio,Cinco yo evitar materia.,0
2026-04-30 13:47:03,92.04,Salud,Barcelona cómo tuvo generales.,0
2026-03-18 16:06:04,117.92,Ocio,Importante unión imágenes hacia.,0
2026-02-27 21:06:26,127.03,Alimentación,Revolución necesidad ideas domingo.,0
2026-01-18 10:50:45,107.93,Compras,Política ellos rodríguez posible todo.,0
2025-07-20 15:31:19,52.83,Transporte,Alrededor pequeño principio.,0
2025-10-29 01:29:53,40.72,Alimentación,Mesa proyecto medida.,0
2025-08-08 11:51:45,122.98,Ocio,Viene oro carlos última habría.,0
2025-11-05 15:14:59,9.17,Compras,Estados te consecuencia c partes.,0
2026-03-27 10:59:29,109.67,Otros,Existencia escuela hora.,0
2026-01-01 00:47:38,43.11,Salud,Meses hecho vuelve.,0
2025-05-21 03:04:57,634.43,Vivienda,Seguir dio luz.,0
2026-04-03 07:47:48,636.9,Vivienda,Condiciones vamos mucha largo.,0
2025-12-28 04:28:49,192.63,Compras,Quiere resultado análisis serie.,0
2025-12-28 03:33:06,108.69,Alimentación,Países derecha proceso.,0
2025-08-08 23:27:44,59.76,Transporte,República unidad segunda pública concepto.,0
2026-05-04 04:27:55,134.32,Ocio,Mujeres sabía calidad.,0
2025-10-02 16:50:36,191.79,Otros,Mil supuesto hermano izquierda.,0
2025-08-13 15:04:08,132.27,Otros,Movimiento que europea.,0
2026-01-26 19:54:06,142.49,Salud,Julio europa.,0
2025-07-06 10:42:14,23.11,Suscripciones,Creo iba.,0
2025-08-05 07:09:08,124.09,Ocio,Humano u allá.,0
2025-06-12 23:57:13,132.11,Educación,Cine hasta somos muestra.,0
2025-05-14 14:56:50,1086.18,Vivienda,Sea historia evitar juicio propia.,0
2025-12-25 16:55:05,54.34,Salud,Uso domingo duda eso.,0
2025-06-19 17:29:20,17.62,Alimentación,Profesional vivir época.,0
2025-10-07 21:27:53,78.67,Suscripciones,Proceso mes casi causa.,0
2025-06-11 22:03:42,76.39,Educación,Joven siquiera parecía.,0
2026-05-11 10:59:09,151.2,Otros,Punto principio seguro constitución.,0
2025-08-21 19:54:57,5.07,Transporte,Hora todos imagen.,0
2025-11-27 18:52:15,197.98,Ocio,Si habla.,0
2025-08-26 16:43:43,133.21,Compras,Buenos mitad.,0
2025-07-25 19:10:29,57.76,Transporte,Especie américa zonas formación.,0
2026-01-07 07:27:34,1356.0,Vivienda,Además luis seguridad peor.,0
2025-07-03 21:28:24,156.5,Suscripciones,Dicho hospital última.,0
2025-06-29 23:13:13,987.4,Ocio,Trabajo quienes acciones pudo.,1
2026-02-17 01:37:11,196.18,Otros,Luego algunas manos estos.,0
2025-10-27 17:01:36,198.32,Ocio,Marco jefe cuatro.,0
2025-10-28 17:39:31,769.95,Vivienda,Sé bien administración.,0
2026-03-17 14:59:00,53.81,Educación,América miguel orden.,0
2025-12-18 15:04:36,22.26,Salud,Pero máximo podemos derechos primera.,0
2026-03-09 17:20:02,48.68,Compras,Mayores también resulta.,0
2025-11-12 04:09:35,5.61,Educación,Oro barcelona cuatro.,0
2025-07-09 10:49:50,29.07,Transporte,Muerto podría.,0
2025-05-26 15:58:06,28.93,Transporte,Ella material busca quiere.,0
2025-07-18 01:07:22,59.09,Compras,Para nada de teatro memoria.,0
2026-03-11 00:22:20,194.09,Otros,Misma teoría j perdido real.,0
2026-04-24 14:15:03,1094.48,Vivienda,Palabras soy posición me desde.,0
2025-07-02 04:32:40,127.06,Otros,Muerte juan solo.,0
2025-09-29 15:20:16,169.48,Salud,Realidad además grupos adelante.,0
2026-02-26 08:25:07,160.5,Educación,Congreso tratamiento presenta puesto.,0
2025-07-29 09:35:14,84.0,Compras,Políticos fútbol formas.,0
2025-06-13 11:36:53,21.6,Compras,Frente vez.,0
2026-05-04 14:47:01,165.33,Otros,Objeto guerra española carlos.,0
2025-07-16 12:54:36,107.31,Educación,Difícil buen.,0
2026-01-09 08:20:24,34.55,Suscripciones,Duda participación.,0
2026-04-17 23:28:17,8.3,Suscripciones,Juicio unión naturaleza soy.,0
2026-03-28 19:33:46,710.33,Vivienda,Argentina según caso cosas interés.,0
2026-01-01 16:23:35,137.9,Compras,Momento diversos camino aire oro.,1
2025-07-09 13:40:07,34.87,Otros,Según importantes.,0
2026-03-24 17:08:01,34.05,Otros,Juego tiene civil mal acciones.,0
2025-11-09 03:40:16,60.92,Suscripciones,Sectores martín acto.,0
2026-05-11 11:15:42,22.38,Compras,Están español estudios garcía crisis.,0
2025-05-20 10:22:12,563.2,Vivienda,Particular dios vino podía.,0
2026-03-11 17:13:19,20.37,Ocio,Nada europa.,0
2025-12-02 02:48:18,306.65,Transporte,Has toma camino.,1
2026-03-05 05:51:10,75.18,Compras,Nuestra mismos tema cuenta.,0
2026-04-14 21:43:21,131.63,Ocio,Cuando relación sala tendrá idea.,0
2025-06-17 03:38:23,1380.2,Vivienda,Serie imagen.,0
2026-03-18 06:38:11,91.81,Suscripciones,Ve puede conocimiento.,0
2025-06-12 22:09:00,994.52,Vivienda,Últimos madrid universidad.,0
2026-01-01 04:55:28,144.12,Salud,Queda van gobierno.,0
2026-05-11 14:19:44,55.04,Salud,Tal marco ha principal.,0
2025-09-29 09:30:52,120.67,Alimentación,Ocasión cada mucho medidas.,0
2025-07-08 14:33:51,79.01,Suscripciones,Mesa muy semanas suerte tarde.,0
2025-09-21 16:36:13,16.61,Transporte,Económico gonzález cámara.,0
2026-02-25 16:22:07,11.64,Educación,Buena temas político.,0
2025-11-11 06:51:40,183.79,Educación,Encima dinero estar ocasión.,0
